arch_name	status	nix_attr	mapping_kind
qemu-ui-gtk	unmatched		
qemu-ui-opengl	unmatched		
qemu-ui-sdl	unmatched		
qemu-ui-spice-app	unmatched		
qemu-ui-spice-core	unmatched		
qemu-user-static	unmatched		
qemu-user-static-binfmt	unmatched		
qemu-vhost-user-gpu	unmatched		
qgpgme	unmatched		
qhttpengine	unmatched		
qhull	direct	qhull	exact-validated
qmdnsengine	unmatched		
qmdnsengine-debug	unmatched		
qradiolink	direct	qradiolink	exact-validated
qrcodegencpp-cmake	unmatched		
qrgen	unmatched		
qrljacker	unmatched		
qsreplace	direct	qsreplace	exact-validated
qt5-multimedia	unmatched		
qt5-script	unmatched		
qt5-serialport	unmatched		
qt5-tools	unmatched		
qt6-charts	unmatched		
qt6-imageformats	unmatched		
qt6-networkauth	unmatched		
qt6-quick3d	unmatched		
qt6-scxml	unmatched		
qt6-serialport	unmatched		
qt6-wayland	unmatched		
qt6-webview	unmatched		
qtcreator	direct	qtcreator	exact-validated
qtkeychain-qt6	unmatched		
quark-engine	direct	quark-engine	exact-validated
quazip-qt5	unmatched		
quazip-qt6	unmatched		
quickrecon	unmatched		
quicksand-lite	unmatched		
quickscope	unmatched		
quota-tools	unmatched		
qutebrowser	direct	qutebrowser	exact-validated
rabid	unmatched		
raccoon	unmatched		
radare2-keystone	unmatched		
radare2-unicorn	unmatched		
radiography	unmatched		
radvd	direct	radvd	exact-validated
ragel	direct	ragel	exact-validated
rainbowcrack	unmatched		
ranger-scanner	unmatched		
rapidscan	unmatched		
rasenum	unmatched		
rasqal	unmatched		
rate-mirrors	unmatched		
ratproxy	unmatched		
rats	unmatched		
raven	unmatched		
rawr	unmatched		
rawsec-cli	unmatched		
rbac-lookup	unmatched		
rbasefind	unmatched		
rbkb	unmatched		
rbndr	unmatched		
rcracki-mt	unmatched		
rcrdcarver	unmatched		
rdesktop-brute	unmatched		
rdma-core	direct	rdma-core	exact-validated
rdp-cipher-checker	unmatched		
rdp-sec-check	unmatched		
rdpassspray	unmatched		
rdwatool	direct	rdwatool	exact-validated
rebind	unmatched		
recaf	unmatched		
recentfilecache-parser	unmatched		
recomposer	unmatched		
reconnoitre	unmatched		
reconscan	unmatched		
recoverdm	direct	recoverdm	exact-validated
recoverjpeg	direct	recoverjpeg	exact-validated
recsech	unmatched		
recstudio	unmatched		
recuperabit	unmatched		
red-hawk	unmatched		
redasm	unmatched		
redeye	unmatched		
redfang	direct	redfang	exact-validated
redirectpoison	unmatched		
redland	direct	redland	exact-validated
redpoint	unmatched		
redress	unmatched		
redsocks	direct	redsocks	exact-validated
reelphish	unmatched		
reflector	unmatched		
regeorg	unmatched		
regipy	unmatched		
reglookup	unmatched		
regreport	unmatched		
regripper	direct	regripper	exact-validated
regrippy	unmatched		python-registry-package-metadata-version-mismatch
regview	unmatched		
rej	unmatched		
rekall	unmatched		
relay-scanner	unmatched		
remmina	direct	remmina	exact-validated
remot3d	unmatched		
remote-method-guesser	unmatched		
replayproxy	unmatched		
reptor	direct	reptor	exact-validated
resourcehacker	unmatched		
restler-fuzzer	unmatched		
resvg	direct	resvg	exact-validated
retdec	unmatched		build-fails-cmake-4.4-keystone-subproject
retire	unmatched		
reverseip	unmatched		
revipd	unmatched		
revsh	unmatched		
rex	direct	rex	exact-validated
rext	unmatched		
rfcrack	unmatched		
rfidiot	unmatched		
rfidtool	unmatched		
rhodiola	unmatched		
richsploit	unmatched		
ridenum	unmatched		
ridrelay	unmatched		
rifiuti2	unmatched		
rinetd	direct	rinetd	exact-validated
ripdc	unmatched		
ristretto	direct	ristretto	exact-validated
rita	direct	rita	exact-validated
riwifshell	unmatched		
rlogin-scanner	unmatched		
rmiscout	unmatched		
rnnoise	direct	rnnoise	exact-validated
roadlib	unmatched		
roadoidc	unmatched		
roadrecon	unmatched		
roadtx	unmatched		
rogue-mysql-server	unmatched		
roguehostapd	unmatched		
rombuster	unmatched		
rookie	unmatched		
rootbrute	unmatched		
ropeadope	unmatched		
ropeme	unmatched		
roputils	unmatched		
rosegarden	direct	rosegarden	exact-validated
routerhunter	unmatched		
rp	direct	rp	exact-validated
rpak	unmatched		
rpcsniffer	unmatched		
rpctools	unmatched		
rpdscan	unmatched		
rpivot	unmatched		
rr	direct	rr	exact-validated
rrs	unmatched		
rsactftool	unmatched		
rsakeyfind	unmatched		
rsatool	unmatched		
rshack	unmatched		
rsmangler	direct	rsmangler	exact-validated
rspet	unmatched		
rsync	direct	rsync	exact-validated
rtfm	direct	rtfm	exact-validated
rtl-433	alias	rtl_433	hyphen-to-underscore
rtl-wmbus	alias	rtl_wmbus	hyphen-to-underscore
rtl8814au-dkms-git	unmatched		
rtlamr	direct	rtlamr	exact-validated
rtlizer	unmatched		
rtlsdr-scanner	unmatched		
rtp-flood	unmatched		
rtpbreak	unmatched		
rubilyn	unmatched		
ruby	direct	ruby	exact-validated
ruby-augeas	unmatched		
ruby-base64	alias	rubyPackages.base64	ruby-package
ruby-concurrent	unmatched		
ruby-deep_merge	unmatched		
ruby-erb	alias	rubyPackages.erb	ruby-package
ruby-fast_gettext	unmatched		
ruby-ffi	alias	rubyPackages.ffi	ruby-package
ruby-getoptlong	unmatched		
ruby-hocon	unmatched		
ruby-locale	alias	rubyPackages.locale	ruby-package
ruby-multi_json	alias	rubyPackages.multi_json	ruby-package
ruby-puppet-resource_api	unmatched		
ruby-racc	alias	rubyPackages.racc	ruby-package
ruby-scanf	unmatched		
ruby-semantic_puppet	unmatched		
ruby-shadow	unmatched		
ruby-sys-filesystem	unmatched		
ruby-syslog	unmatched		
ruby-thor	alias	rubyPackages.thor	ruby-package
rubygems	unmatched		
ruler	direct	ruler	exact-validated
rulesfinder	unmatched		
runc	direct	runc	exact-validated
rupture	unmatched		
rust	unmatched		
rustbuster	unmatched		
rustcat	direct	rustcat	exact-validated
rusthound-ce	direct	rusthound-ce	exact-validated
rustpad	unmatched		
rutabaga-ffi	unmatched		
rvi-capture	unmatched		
rww-attack	unmatched		
s3-fuzzer	unmatched		
s3enum	unmatched		
s3scanner	direct	s3scanner	exact-validated
safecopy	direct	safecopy	exact-validated
sagan	unmatched		
sakis3g	unmatched		
saleae-logic	direct	saleae-logic	exact-validated
sambascan	unmatched		
samdump2	direct	samdump2	exact-validated
samesame	unmatched		
samplicator	direct	samplicator	exact-validated
samydeluxe	unmatched		
sandcastle	unmatched		
sandmap	unmatched		
sandsifter	unmatched		
sandy	unmatched		
sane	unmatched		
sane-airscan	direct	sane-airscan	exact-validated
saruman	unmatched		
sasm	unmatched		
savvycan	direct	savvycan	exact-validated
sawef	unmatched		
sb0x	unmatched		
sbd	unmatched		
sc-make	unmatched		
scalpel	direct	scalpel	exact-validated
scamper	unmatched		
scanless	unmatched		
scanner-support	unmatched		
scannerl	unmatched		
scanqli	unmatched		
scansploit	unmatched		
scanssh	unmatched		
scap-security-guide	direct	scap-security-guide	exact-validated
scap-workbench	unmatched		
scavenger	unmatched		
sccmhunter	direct	sccmhunter	exact-validated
schnappi-dhcp	unmatched		
scour	direct	scour	exact-validated
scout2	unmatched		
scoutsuite	direct	scoutsuite	exact-validated
scrape-dns	unmatched		
scratchabit	unmatched		
scrounge-ntfs	direct	scrounge-ntfs	exact-validated
scrying	unmatched		
sctpscan	unmatched		
scylla	unmatched		
sddm	unmatched		
sddm-kcm	unmatched		
sdl12-compat	direct	sdl12-compat	exact-validated
sdl2_image	unmatched		
sdn-toolkit	unmatched		
sdnpwn	unmatched		
sdrangel	direct	sdrangel	exact-validated
sdrpp	direct	sdrpp	exact-validated
sdrsharp	unmatched		
sdrtrunk	unmatched		
sea	unmatched		
seabios	direct	seabios	exact-validated
search1337	unmatched		
seat	unmatched		
seccomp-tools	unmatched		
seclists	direct	seclists	exact-validated
second-order	unmatched		
secretfinder	unmatched		
secscan	unmatched		
secure-delete	unmatched		
secure2csv	unmatched		
sed	unmatched		
see-surf	unmatched		
seeker	unmatched		
seekr	unmatched		
sees	unmatched		
semgrep	direct	semgrep	exact-validated
semver	direct	semver	exact-validated
sensepost-xrdp	unmatched		
sentrypeer	unmatched		
sergio-proxy	unmatched		
serialbrute	unmatched		
serializationdumper	unmatched		
server-status-pwn	unmatched		
sessionlist	unmatched		
set	unmatched		
seth	unmatched		
setowner	unmatched		
sfuzz	unmatched		
sg3_utils	direct	sg3_utils	exact-validated
sgn	unmatched		
sh00t	unmatched		
sha1collisiondetection	direct	sha1collisiondetection	exact-validated
shad0w	unmatched		
shadow	direct	shadow	exact-validated
shadowexplorer	unmatched		
shadowfinder	unmatched		
shard	unmatched		
shareenum	unmatched		
sharesniffer	unmatched		
sharpfuzz	unmatched		
shed	unmatched		
shellcode-compiler	unmatched		
shellcode-factory	unmatched		
shellcodecs	unmatched		
shellen	unmatched		
shellerator	unmatched		
shellinabox	unmatched		
shelling	unmatched		
shellme	unmatched		
shellnoob	direct	shellnoob	exact-validated
shellpop	unmatched		
shellsploit-framework	unmatched		
shellter	unmatched		
shellz	direct	shellz	exact-validated
sherlock	direct	sherlock	exact-validated
sherlocked	unmatched		
shhgit	unmatched		
shiboken6	unmatched		
shitflood	unmatched		
shocker	unmatched		
shodanhat	unmatched		
shootback	unmatched		
shortfuzzy	unmatched		
shortwave	direct	shortwave	exact-validated
shosubgo	unmatched		
shotcut	direct	shotcut	exact-validated
shreder	unmatched		
shuffledns	direct	shuffledns	exact-validated
shuji	unmatched		
sickle	unmatched		
sidguesser	unmatched		
sigma	unmatched		
sign	unmatched		
signal-desktop	direct	signal-desktop	exact-validated
sigploit	unmatched		
sigspotter	unmatched		
sigthief	unmatched		
silenteye	unmatched		
silenttrinity	unmatched		
silk	unmatched		
simde	direct	simde	exact-validated
simdjson	direct	simdjson	exact-validated
simple-ducky	unmatched		
simple-lan-scan	unmatched		
simple-lan-scan3	unmatched		
simpleemailspoofer	unmatched		
simplify	unmatched		
simplyemail	unmatched		
simtrace2	unmatched		
sinfp	unmatched		
siparmyknife	unmatched		
sipbrute	unmatched		
sipcrack	unmatched		
sipffer	unmatched		
sipi	unmatched		
sipp	direct	sipp	exact-validated
sippts	unmatched		
sipsak	direct	sipsak	exact-validated
sipscan	unmatched		
sipshock	unmatched		
sipvicious	direct	sipvicious	exact-validated
sireprat	unmatched		
sitadel	unmatched		
sitediff	unmatched		
sj	unmatched		
sjet	unmatched		
skipfish	unmatched		
skiptracer	unmatched		
skul	unmatched		
skydive	unmatched		
skyjack	unmatched		
skype-dump	unmatched		
skypefreak	unmatched		
slack-desktop	unmatched		
slackpirate	unmatched		
sleuthql	unmatched		
slither	unmatched		
sliver	unmatched		
sloth-fuzzer	unmatched		
slowloris	unmatched		
slowloris-py	unmatched		
slurp-scanner	unmatched		
smali-cfgs	unmatched		
smalisca	unmatched		
smap	direct	smap	exact-validated
smap-scanner	unmatched		
smartphone-pentest-framework	unmatched		
smbbf	unmatched		
smbclient-ng	direct	smbclient-ng	exact-validated
smbcrunch	unmatched		
smbexec	unmatched		
smbmap	direct	smbmap	exact-validated
smbrelay	unmatched		
smbspider	unmatched		
smbsr	unmatched		
smod	unmatched		
smplayer	direct	smplayer	exact-validated
smplayer-skins	unmatched		
smplayer-themes	unmatched		
smplshllctrlr	unmatched		
smtp-fuzz	unmatched		
smtp-test	unmatched		
smtp-vrfy	unmatched		
smtpmap	unmatched		
smtpscan	unmatched		
smtptester	unmatched		
smtptx	unmatched		
smuggler	unmatched		
smuggler-py	unmatched		
sn00p	unmatched		
sn1per	unmatched		
snallygaster	direct	snallygaster	exact-validated
snapception	unmatched		
snapper-support	unmatched		
snapper-tools	unmatched		
snare	unmatched		
snarf-mitm	unmatched		
sndio	direct	sndio	exact-validated
sniff-probe-req	unmatched		
sniffer	unmatched		
sniffjoke	unmatched		
sniffles	unmatched		
snitch	direct	snitch	exact-validated
snmp-brute	unmatched		
snmp-fuzzer	unmatched		
snmpattack	unmatched		
snmpcheck	direct	snmpcheck	exact-validated
snmpenum	unmatched		
snmpscan	unmatched		
snoopbrute	unmatched		
snoopy-ng	unmatched		
snort	direct	snort	exact-validated
snow	direct	snow	exact-validated
snowman	unmatched		
snscan	unmatched		
snscrape	direct	snscrape	exact-validated
snuck	unmatched		
snyk	direct	snyk	exact-validated
soapui	direct	soapui	exact-validated
social-analyzer	unmatched		
social-mapper	unmatched		
social-vuln-scanner	unmatched		
socialfish	unmatched		
socialpwned	unmatched		
socialscan	direct	socialscan	exact-validated
socketfuzz	unmatched		
sockstat	unmatched		
sof-firmware	direct	sof-firmware	exact-validated
sonar-scanner	unmatched		
soot	unmatched		
sooty	unmatched		
soqt	direct	soqt	exact-validated
soundconverter	unmatched		install-check-none-args-typeerror
soundwire	unmatched		
sourcemapper	direct	sourcemapper	exact-validated
sox	direct	sox	exact-validated
spade	direct	spade	exact-validated
spaf	unmatched		
sparrow-wifi	unmatched		
sparta	unmatched		
spartan	unmatched		
sparty	unmatched		
spdlog	direct	spdlog	exact-validated
spectacle	unmatched		
spectools	unmatched		
speedpwn	unmatched		
speedtest-cli	direct	speedtest-cli	exact-validated
spektrum	unmatched		
spf	unmatched		
spfmap	unmatched		
spice	direct	spice	exact-validated
spice-gtk	direct	spice-gtk	exact-validated
spice-protocol	direct	spice-protocol	exact-validated
spiderfoot	unmatched		
spiderpig-pdffuzzer	unmatched		
spiga	unmatched		
spike-fuzzer	unmatched		
spike-proxy	unmatched		
spipscan	unmatched		
splix	direct	splix	exact-validated
sploitctl	unmatched		
sploitego	unmatched		
spoofcheck	unmatched		
spooftooph	direct	spooftooph	exact-validated
spoofy	unmatched		
spookflare	unmatched		
spotbugs	unmatched		
spray365	unmatched		
spraycharles	direct	spraycharles	exact-validated
sprayhound	unmatched		
sprayingtoolkit	unmatched		
spraykatz	unmatched		
sps	unmatched		
spyse	unmatched		
sqid	unmatched		
sqlbrute	unmatched		
sqldict	unmatched		
sqlivulscan	unmatched		
sqlninja	unmatched		
sqlpat	unmatched		
sqlping	unmatched		
sqlpowerinjector	unmatched		
sqlsus	unmatched		
sr-71	unmatched		
ssdp-scanner	unmatched		
ssh-honeypot	unmatched		
ssh-mitm	direct	ssh-mitm	exact-validated
ssh-privkey-crack	unmatched		
ssh-user-enum	unmatched		
sshatter	unmatched		
sshfs	direct	sshfs	exact-validated
sshfuzz	unmatched		
sshprank	unmatched		
sshscan	unmatched		
sshtrix	unmatched		
ssl-hostname-resolver	unmatched		
ssl-phuck3r	unmatched		
sslcaudit	unmatched		
ssldump	direct	ssldump	exact-validated
ssllabs-scan	unmatched		
sslmap	unmatched		
sslnuke	unmatched		
sslscan2	unmatched		
sslsniff	unmatched		
sslstrip	direct	sslstrip	exact-validated
ssma	unmatched		
ssrf-proxy	unmatched		
ssrf-sheriff	unmatched		
ssrfmap	unmatched		
sstimap	unmatched		
stackflow	unmatched		
stacoan	unmatched		
stacs	unmatched		closure-broken
staekka	unmatched		
stardox	unmatched		
starttls-mitm	unmatched		
startup-notification	unmatched		
statsprocessor	unmatched		
stegcracker	unmatched		
stegdetect	unmatched		
steghide	direct	steghide	exact-validated
stegolego	unmatched		
stegosip	unmatched		
stegoveritas	unmatched		
stegseek	direct	stegseek	exact-validated
stegsolve	direct	stegsolve	exact-validated
stenographer	unmatched		
stepic	unmatched		
stews	unmatched		
sticky-keys-hunter	unmatched		
stig-viewer	unmatched		
stk	unmatched		
stompy	unmatched		
stoq	unmatched		
storm-ring	unmatched		
stowaway	direct	stowaway	exact-validated
strawberry	direct	strawberry	exact-validated
streamfinder	unmatched		
streamlink	direct	streamlink	exact-validated
streamlink-twitch-gui-bin	unmatched		
striker	unmatched		
stringsifter	unmatched		
striptls	unmatched		
strutscan	unmatched		
stunner	direct	stunner	exact-validated
sub7	unmatched		
subdomainer	unmatched		
subfinder	direct	subfinder	exact-validated
subjack	direct	subjack	exact-validated
subjs	direct	subjs	exact-validated
sublert	unmatched		
sublist3r	unmatched		
subover	unmatched		
subscraper	unmatched		
subterfuge	unmatched		
subtitlecomposer	direct	subtitlecomposer	exact-validated
subzy	unmatched		
sucrack	unmatched		
sudo	direct	sudo	exact-validated
suid3num	unmatched		
suil	direct	suil	exact-validated
suitesparse	direct	suitesparse	exact-validated
sulley	unmatched		
superlu	direct	superlu	exact-validated
superscan	unmatched		
suricata	direct	suricata	exact-validated
suricata-verify	unmatched		
svn-extractor	unmatched		
swamp	unmatched		
swap-digger	unmatched		
swarm	direct	swarm	exact-validated
sweethome3d	unmatched		
swfintruder	unmatched		
syborg	unmatched		
sylkie	unmatched		
syms2elf	unmatched		
synfig	unmatched		
synfigstudio	direct	synfigstudio	exact-validated
synflood	unmatched		
synner	unmatched		
synscan	unmatched		
syringe	unmatched		
sysinternals-suite	unmatched		
sysprof	direct	sysprof	exact-validated
systemd	direct	systemd	exact-validated
systemd-sysvcompat	unmatched		
t50	unmatched		
tabi	unmatched		
tachyon-scanner	unmatched		
tactical-exploitation	unmatched		
taglib1	unmatched		
taipan	unmatched		
takeover	unmatched		
talon	unmatched		
taof	unmatched		
tar	unmatched		
targetedkerberoast	unmatched		
tbear	unmatched		
tcgetkey	unmatched		
tchunt-ng	unmatched		
tcpcontrol-fuzzer	unmatched		
tcpcopy	unmatched		
tcpdstat	unmatched		
tcpextract	unmatched		
tcpjunk	unmatched		
tcptrace	unmatched		
tcptraceroute	direct	tcptraceroute	exact-validated
tcpwatch	unmatched		
tcpxtract	unmatched		
teams-for-linux	direct	teams-for-linux	exact-validated
teamsuserenum	unmatched		
teardown	unmatched		
tekdefense-automater	unmatched		
tela-circle-icon-theme-dracula	unmatched		
telegram-desktop	direct	telegram-desktop	exact-validated
tell-me-your-secrets	direct	tell-me-your-secrets	exact-validated
template-glib	direct	template-glib	exact-validated
tempomail	unmatched		
termineter	direct	termineter	exact-validated
terminus-font	alias	terminus_font	hyphen-to-underscore
terraform	direct	terraform	exact-validated
tesseract-data-afr	unmatched		
tesseract-data-eng	unmatched		
tfsec	direct	tfsec	exact-validated
tftp-bruteforce	unmatched		
tftp-fuzz	unmatched		
tftp-proxy	unmatched		
tgcd	unmatched		
thc-keyfinder	unmatched		
thc-pptp-bruter	unmatched		
thc-smartbrute	unmatched		
thc-ssl-dos	unmatched		
thcrut	unmatched		
thedorkbox	unmatched		
thefatrat	unmatched		
thefuzz	unmatched		
themole	unmatched		
thermald	direct	thermald	exact-validated
thezoo	unmatched		
threat-dragon	unmatched		
threatspec	unmatched		
thumbcacheviewer	unmatched		
thunar	direct	thunar	exact-validated
thunar-archive-plugin	direct	thunar-archive-plugin	exact-validated
thunar-media-tags-plugin	direct	thunar-media-tags-plugin	exact-validated
thunar-volman	direct	thunar-volman	exact-validated
thunderbird	direct	thunderbird	exact-validated
tidos-framework	unmatched		
tiger	unmatched		
tilt	direct	tilt	exact-validated
timegen	unmatched		
timeverter	unmatched		
tinfoleak	unmatched		
tinfoleak2	unmatched		
tinja	unmatched		
tinyxml	direct	tinyxml	exact-validated
tinyxml2	unmatched		
tk	direct	tk	exact-validated
tlottie	direct	tlottie	exact-validated
tls-attacker	unmatched		
tls-fingerprinting	unmatched		
tls-map	unmatched		
tls-prober	unmatched		
tlsenum	unmatched		
tlsfuzzer	unmatched		
tlshelpers	unmatched		
tlspretense	unmatched		
tlssled	unmatched		
tlsx	direct	tlsx	exact-validated
tnscmd	unmatched		
token-hunter	unmatched		
token-reverser	unmatched		
tomcatwardeployer	unmatched		
topera	unmatched		
topgrade	direct	topgrade	exact-validated
tor	direct	tor	exact-validated
tor-autocircuit	unmatched		
tor-browser	direct	tor-browser	exact-validated
tor-router	unmatched		
torbrowser-launcher	unmatched		
torcrawl	unmatched		
torctl	direct	torctl	exact-validated
torpy	unmatched		
torshammer	unmatched		
totem-pl-parser	direct	totem-pl-parser	exact-validated
tpcat	unmatched		
tplmap	unmatched		
traceroute	direct	traceroute	exact-validated
transmageddon	unmatched		
trape	unmatched		
traxss	unmatched		
treasure	unmatched		
tree-sitter	direct	tree-sitter	exact-validated
trevorproxy	direct	trevorproxy	exact-validated
trevorspray	direct	trevorspray	exact-validated
trid	unmatched		
trinity	unmatched		build-fails-linux-6.18-missing-atm-ioctls
triton	direct	triton	exact-validated
trixd00r	unmatched		
trizen	unmatched		
truecrack	direct	truecrack	exact-validated
truegaze	unmatched		
truehunter	unmatched		
trufflehog	direct	trufflehog	exact-validated
trusttrees	unmatched		
tsh	unmatched		
tsh-sctp	unmatched		
ttf-dejavu	unmatched		
ttf-fantasque-sans-mono	unmatched		
ttf-fira-sans	unmatched		
ttf-liberation	unmatched		
ttf-opensans	unmatched		
ttpassgen	unmatched		
tumbler	direct	tumbler	exact-validated
tunna	unmatched		
turner	unmatched		
tweets-analyzer	unmatched		
tweetshell	unmatched		
twofi	unmatched		
typo3scan	unmatched		
tyton	unmatched		
u3-pwn	unmatched		
uacme	direct	uacme	exact-validated
uatester	unmatched		
uberfile	unmatched		
ubertooth	direct	ubertooth	exact-validated
ubiquiti-probing	unmatched		
ubitack	unmatched		
uchardet	unmatched		
udis86	direct	udis86	exact-validated
udork	unmatched		
udp-hunter	unmatched		
udpastcp	unmatched		
udptunnel	direct	udptunnel	exact-validated
udsim	unmatched		
uefi-firmware-parser	direct	uefi-firmware-parser	exact-validated
uff	unmatched		
ufo-wardriving	unmatched		
ufonet	unmatched		
ufw	unmatched		
ugrep	direct	ugrep	exact-validated
uhoh365	unmatched		
ultimate-facebook-scraper	unmatched		
umap	direct	umap	exact-validated
umit	unmatched		
unace	unmatched		
unarchiver	unmatched		
unarj	unmatched		
unblob	direct	unblob	exact-validated
uncaptcha2	unmatched		
uncover	direct	uncover	exact-validated
undbx	direct	undbx	exact-validated
unfurl	direct	unfurl	exact-validated
unibrute	unmatched		
unicorn-powershell	unmatched		
unifetch	unmatched		
unifuzzer	unmatched		
uniofuzz	unmatched		
unisec	unmatched		
unix-privesc-check	direct	unix-privesc-check	exact-validated
unrar	direct	unrar	exact-validated
unsecure	unmatched		
unstrip	unmatched		
untwister	unmatched		
unzip	direct	unzip	exact-validated
update-grub	unmatched		
upnp-pentest-toolkit	unmatched		
upnpscan	unmatched		
uppwn	unmatched		
uptux	unmatched		
urlcrazy	unmatched		
urldigger	unmatched		
urlextractor	unmatched		
urlview	unmatched		
urx	direct	urx	exact-validated
usb-canary	unmatched		
usbip	unmatched		
usbmuxd	direct	usbmuxd	exact-validated
usbredir	direct	usbredir	exact-validated
usbrip	direct	usbrip	exact-validated
usbutils	direct	usbutils	exact-validated
usd	unmatched		
username-anarchy	direct	username-anarchy	exact-validated
usernamer	unmatched		
userrecon	unmatched		
userrecon-py	unmatched		
usnjrnl2csv	unmatched		
usnparser	unmatched		
uthash	direct	uthash	exact-validated
util-linux	direct	util-linux	exact-validated
uv	direct	uv	exact-validated
uw-loveimap	unmatched		
uw-offish	unmatched		
uw-udpscan	unmatched		
uw-zone	unmatched		
v2ray-domain-list-community	direct	v2ray-domain-list-community	exact-validated
v2ray-geoip	direct	v2ray-geoip	exact-validated
v3n0m	unmatched		
v4l2loopback-dkms	unmatched		
vagrant	direct	vagrant	exact-validated
vais	unmatched		
vala	direct	vala	exact-validated
valhalla-api	unmatched		
vamp-plugin-sdk	direct	vamp-plugin-sdk	exact-validated
vane	unmatched		
vanguard	unmatched		
variety	direct	variety	exact-validated
vault-scanner	unmatched		
vba2graph	unmatched		
vbrute	unmatched		
vbsmin	unmatched		
vcsmap	unmatched		
vde2	direct	vde2	exact-validated
vega	unmatched		
veil	unmatched		
veles	unmatched		
venom	unmatched		
verinice	unmatched		
vfeed	unmatched		
vhostscan	unmatched		
videosnarf	unmatched		
villain	direct	villain	exact-validated
vinetto	unmatched		
viper	unmatched		
vipermonkey	unmatched		
virglrenderer	direct	virglrenderer	exact-validated
virt-install	unmatched		
virt-manager	direct	virt-manager	exact-validated
virt-manager-meta	unmatched		
virt-viewer	direct	virt-viewer	exact-validated
virt-what	direct	virt-what	exact-validated
virtiofsd	direct	virtiofsd	exact-validated
virtualbox	direct	virtualbox	exact-validated
virtualbox-ext-oracle	unmatched		
virtualbox-ext-vnc	unmatched		
virtualbox-guest-iso	unmatched		
virtualbox-host-dkms	unmatched		
virtualbox-meta	unmatched		
virtualbox-sdk	unmatched		
virustotal	unmatched		
visql	unmatched		
visual-studio-code-bin	unmatched		
visualize-logs	unmatched		
vivaldi	direct	vivaldi	exact-validated
vivaldi-ffmpeg-codecs	direct	vivaldi-ffmpeg-codecs	exact-validated
vivisect	direct	vivisect	exact-validated
vlan-hopping	unmatched		
vlany	unmatched		
vlc	direct	vlc	exact-validated
vlc-plugin-ffmpeg	unmatched		
vmap	unmatched		
vnak	unmatched		
vnc-bypauth	unmatched		
vncrack	unmatched		
voiper	unmatched		
voiphopper	unmatched		
voipong	unmatched		
volafox	unmatched		
volana	unmatched		
volatility-extra	unmatched		
voltron	unmatched		
vpnpivot	unmatched		
vsaudit	unmatched		
vscan	unmatched		
vscodium	direct	vscodium	exact-validated
vstt	unmatched		
vsvbp	unmatched		
vt-cli	direct	vt-cli	exact-validated
vte-common	unmatched		
vte3	unmatched		
vte4	unmatched		
vtk	direct	vtk	exact-validated
vulmap	unmatched		
vulnerabilities-spider	unmatched		
vulnx	direct	vulnx	exact-validated
vuls	direct	vuls	exact-validated
w13scan	unmatched		
wafninja	unmatched		
wafp	unmatched		
wafpass	unmatched		
waidps	unmatched		
waldo	unmatched		
warp-terminal-preview	unmatched		
warpinator	direct	warpinator	exact-validated
wascan	unmatched		
waybackpack	unmatched		
waybackurls	direct	waybackurls	exact-validated
waylandpp	direct	waylandpp	exact-validated
waymore	direct	waymore	exact-validated
wayparam	unmatched		
wcc	direct	wcc	exact-validated
wce	unmatched		
wcvs	unmatched		
wdict	unmatched		
web-soul	unmatched		
web2ldap	unmatched		
webacoo	unmatched		
webanalyze	direct	webanalyze	exact-validated
webborer	unmatched		
webenum	unmatched		
webexploitationtool	unmatched		
webfixy	unmatched		
webhandler	unmatched		
webhunter	unmatched		
webkiller	unmatched		
webkitgtk-6.0	unmatched		
webpwn3r	unmatched		
webrute	unmatched		
webscarab	unmatched		
websearch	unmatched		
webshag	unmatched		
webshells	unmatched		
webslayer	unmatched		
websockify	unmatched		
webspa	unmatched		
websploit	direct	websploit	exact-validated
webtech	unmatched		
webxploiter	unmatched		
weebdns	unmatched		
weeman	unmatched		
weevely	direct	weevely	exact-validated
weirdaal	unmatched		
wepbuster	unmatched		
wesng	unmatched		
wfuzz	direct	wfuzz	exact-validated
wget	direct	wget	exact-validated
whapa	unmatched		
whatbreach	unmatched		
whatportis	unmatched		
whatsmyname	unmatched		
whatwaf	unmatched		
which	direct	which	exact-validated
whichcdn	unmatched		
whispers	direct	whispers	exact-validated
whitewidow	unmatched		
whois	direct	whois	exact-validated
whoxyrm	unmatched		
wi-feye	unmatched		
wifi-autopwner	unmatched		
wifi-honey	unmatched		
wifi-monitor	unmatched		
wifi-pumpkin	unmatched		
wifibroot	unmatched		
wifichannelmonitor	unmatched		
wificurse	unmatched		
wifijammer	unmatched		
wifiphisher	unmatched		
wifiscanmap	unmatched		
wifitap	unmatched		
wig	unmatched		
wikigen	unmatched		
wildpwn	unmatched		
winboat	direct	winboat	exact-validated
windapsearch	unmatched		
windivert	unmatched		
windows-binaries	unmatched		
windows-exploit-suggester	unmatched		
windows-prefetch-parser	unmatched		
windows-privesc-check	unmatched		
windowsspyblocker	unmatched		
winexe	unmatched		
winfo	unmatched		
wings3d	unmatched		
winhex	unmatched		
winpwn	unmatched		
winregfs	unmatched		
winrelay	unmatched		
wire-desktop	direct	wire-desktop	exact-validated
wireless-ids	unmatched		
wireless-regdb	direct	wireless-regdb	exact-validated
wireless_tools	unmatched		
wireplumber	direct	wireplumber	exact-validated
wirouter-keyrec	unmatched		
witchxtool	unmatched		
